Actual word in English,Actual word in Hindi,Predicted word in Hindi
kanalog,कनलोग,कनालो
pudukkottai,पुदुकोट्टई,पुडुक्तोका
nicky,निकी,निकी
fuhadtaa,फूहड़ता,फुहड़ता
patachep,पटाक्षेप,पताचेप]#
retreate,रीट्वीट,रिट्रीए
manovaigyaaniyon,मनोवैज्ञानियों,मनोवाजिञानियों
stanadhari,स्तनधारी,स्तानाधा
mukhyopadhyaay,मुखोपाध्याय,मुख्योप्याध
nirbaadh,निर्बाध,निरबाध]
todne,तोडऩे,टोडन]#
avuti,आवृत्ति,अवुती]#
parikshankartaon,परीक्षणकर्ताओं,परीक्षांकरणात]
extactor,एक्सटेक्टर,एक्स्टैक्ट
nashik,नाशिक,नशिक]
rasayanon,रसायनों,रसायनों
vaitravati,वैत्रवती,वैत्रवती
ogrenaaij,ऑग्रेनाइज,ओग्रेनायज
chausingha,चौसिंगा,चौसींघा
phalodi,फलोदी,फलोदी
skhalan,स्खलन,स्चलन
panaamaa,पनामा,पनामा
nigar,निगर,निगा
monte,मोंटे,मोंटे
suneeti,सुनीति,सुनिती
shrabon,शराबों,श्रबों
ambikaon,अम्बिकाओं,अम्बिकाओं
gujara,गुजारा,गुजारा
photofrem,फोटोफ्रेम,फोटोफ्रेम
prahlaad,प्रहलाद,प्रहलाद
beesavaan,बीसवां,बीसवां
dvivedi,द्विवेदी,द्विवेदी
denewaali,देनेवाली,देनेवाली
burleson,बर्ल्सन,बर्लेसन
bharadwaj,भारद्वाज,भारद्वाज
jataati,जताती,जताती
malegaon,मालेगांव,मलेगांव]
rahugaan,रहुगाँ,रहुगां
mahamantra,महामंत्र,महमंत्र]
beast,बीस्ट,बीस्ट
divyata,दिव्यता,दिव्यता
sanjivan,संजीवन,संजीवन
kuposhit,कुपोषित,कुपोषित
eksclation,एक्सक्लेशन,एकस्केलेशन
chadhega,चढ़ेगा,चढ़ेगा
texarkana,टेक्सरकाना,टेक्साकरना
dungerpur,डूंगरपुर,डुंगरपुर
sarahi,सराही,सरही]
laalaparee,लालपरी,लालपरी
aeronautics,एरोनॉटिक्स,एयरोनैटिक्
worth,वर्थ,वर्थ
aasteen,आस्तीन,आस्तीन
svapnika,स्वप्निका,स्वपनिका]
upakaaryaalayon,उपकार्यालयों,उपकारयायों]#
mimicry,मिमिक्री,मिमिक्री
ballabh,बल्लभ,बल्लभ
veriphication,वैरीफ़िकेशन,वेरीफिकेशन]
hackensack,हैकेंसैक,हैकेंसैक
aakaash,आकाश,आकाश
bona,बोना,बोना
clock,क्लाक,सीएलओ
daphan,द़फन,दफन]
pegav,पेगव,पेगव
kahlaya,कहलाया,कहलाया
madheekhedha,माड़ीखेड़ा,मधीखेधा]##
teleebag,तेलीबाग,तेलीबाग
dhaarak,धारक,धारक
nikaalani,निकालनी,निकालनी
kanghe,कंघे,कांघ
prashnottari,प्रश्नोत्तरी,प्रश्नोत्तरी
kakinada,काकीनाड़ा,ककीनाडा]#
bhaagyoday,भाग्योदय,भागयोदय]
singer,सिंगार,सिंगर]
machaye,मचाए,मचाए
lekhakganon,लेखकगणों,लेखकगणों
uchhalne,उछालने,उछलने]
dharmarajne,धर्मराजने,धर्माराजन
ainjal,ऐंजल,एंजा
bantata,बंटता,बंटता
pharm,फाॅर्म,फर्म]#
ravel,रवैल,रवेल
hanumangarh,हनुमानगढ़,हनुमंगढ़]
veeraangnaaon,वीरांगनाओं,वीरांगनाओं
gaytri,गायत्री,गैतरी]#
venkatraman,वेंकटरमन,वेंकात्र
dibnoo,डिबनू,डिबनो
purooshottamachaary,पुरूषोत्तमाचार्य,पुरोष्टोमात्रायी
sanyojakon,संयोजकों,संयोजकों
jhaauganj,झाउगंज,झाऊगंज
sarkaren,सरकारें,सरकारें
newtest,न्यूटेस्ट,न्येटेस्ट
shrikar,श्रीकर,श्रीकर
mitaao,मिटाओ,मिताओ
diyotsiddh,दियोटसिद्ध,दियोतस्दिध
bhoopsingh,भूपसिंह,भूपसिंह
charchaaen,चर्चाएँ,चर्चाएं
prasarakon,प्रसारकों,प्रसारकों
nishpaap,निष्पाप,निष्पप]
flin,फ्लिन,फ्लिन
ranneetibanaa,रणनीतिबना,रनतीबिना]
eeaarjee,ईआरजी,इइरजी
dhaagaa,धागा,ढागा
gomukh,गौमुख,गोमुख
jud,जूड,जुड
khanikarmi,खनिकर्म,खानीकार
sharabh,शरभ,शरा
arellano,अरेलानो,अरेलनो]
ukhadhakar,उखड़कर,उखड़कर
lenevali,लेनेवाली,लेनेवली]
kumar,कुमार,कुमार
singhde,सिंघाड़े,सिंघदे]#
toncil,टोंसिल,टॉन्सि
davindarpal,दविन्दरपाल,दविंदरपाल]
singaar,सिंगार,सिंगार
khisakate,खिसकते,खिसकते
enid,एनिड,एनिड
megapixal,मेगापिक्सल,मेगापिकल]#
digvijay,दिग्विजय,डिग्विजय
fazalon,फजलों,फज़लो
doge,दोगे,डोगे
labelon,लेबलों,लबेलों
munafa,मुनाफा,मुनाफा
badhane,बड़ने,बढ़ान
very,वैरी,वेरी
saatsera,सातसेरा,सातसेरा
ortega,ओर्टेगा,ओरटेगा]
rowe,रोवे,रोव]
bhatia,भाटिया,भतिया]
raajsthanwasiyon,राजस्थानवासियों,राजस्थावसियों]#
baagbageechon,बागबगीचों,बागबागीशो
wilkinson,विल्किंसन,विलकिंसन]
daraati,डराती,दराती
atke,अटके,अटके
pramukhataapoorwak,प्रमुखतापूर्वक,प्रामुखातपर्वक
yatna,यत्न,यतना
nitin,नितिन,नितिन
city,सिटी,सीआई
radico,रेडिको,रेडिको
dukanon,दुकानों,दुकानों
jalsansadhan,जलसंसाधन,जलसंसाहन
masyendranath,मत्स्येंद्रनाथ,मसेंद्रयानाथ]#
behar,बिहार,बहर]#
barsheey,बर्षीय,बर्शीय
avru,अवरु,अवरू
daw,दाव,डेव
naqab,नक़ाब,नकाब]
saregama,सारेगामा,सरेगमा]#
hugli,हुगली,हुगली
satti,सत्ती,सत्ती
neg,नेग,नेग
mahabaleshwar,महाबलेश्वर,महाबलेश्वर
placentia,प्लेसेंटिया,प्लेसेंटिया
varsaache,वर्साचे,वरसाचे]
kumau,कुमाऊ,कुमाऊ
emi,एमी,एमी
theatrs,थियेटर्स,थेटर्स]#
erika,एरिका,एरिका
khinchakar,खिंचकर,खिंचकर
raubadar,रौबदार,रौबादर
alto,ऑल्टो,एल्टो
