Actual word in English,Actual word in Hindi,Predicted word in Hindi
shaamjeebhaaee,शामजीभाई,शामजीभाई
pahnaakar,पहनाकर,पहनाकर
kisaani,किसानी,किसानी
udhaaradaataaon,उधारदाताओं,उधादरताओं]
ramtek,रामटेक,रामटेक
wyaakhyaatmaktaa,व्याख्यात्मकता,व्यायखात्तमका]
somvaar,साेमवार,सोमवार]
vista,विस्टा,विस्ता
polimer,पॉलिमर,पोलिमर
raktaabh,रक्ताभ,रक्ताभ
bhugta,भुगता,भुग्त
bhrashtachareeyon,भ्रष्टाचारीयों,भ्रश्तरचेयों]#
khatakti,खटकती,खटकती
mukhyamantriyon,मुख्यमन्त्रियों,मुख्यानंत्रिशों
mad,मैड,एमड
kakshaang,कक्षांग,कक्षांग
jain,जैन,जैन
mahin,महीन,महिन
survana,सुर्वणा,सूर्वान
baangarotiya,बांगरोटिया,बाँगरोतिया
rasaayanik,रसायनिक,रसायनिक
aurora,औरोरा,औरोरा
chamchagiree,चमचागिरी,चमचगीरो]
ncrwc,एनसीआरडब्ल्यूसी,एनसीआरसीवी]####
ainthey,ऐंठे,ऐंठे
essel,एस्सेल,एसएलई]
deshsewa,देशसेवा,देशेसाव
ilectrotecs,इलेक्ट्रोटेक्स,इलाक्ट्रोटेक्स
workcharge,वर्कचार्ज,वर्कर्चेग
kaarwaai,कार्वाई,कारवाई]
jhanktaa,झांकता,झंकटा]
urgent,अर्जेंट,अर्गेंट
sapraman,सप्रमाण,सप्रमन]
maurya,मौर्यों,मौर्या]
jini,जिनी,जिनी
jagadeeshachandra,जगदीशचंद्र,जगदीचास्धा
asurakshit,असुरक्षित,असुरक्षित
kaavyoktiyaan,काव्योक्तियां,काव्योक्तियां
alnkaar,अलंकार,अल्नका
svadpremiyon,स्वादप्रेमियों,स्वद्रेप्मियों
jaatak,जातक,जातक
rollers,रोलर्स,रॉलर्स
ashaktataa,अशक्तता,अशकताता
kaathiyavadee,काठियावड़ी,काठियावादी
aavriti,आवृत्ति,आवृति]#
vidyaayein,विद्याएं,विद्याएं
vidhivat,विधिवत,विधिवत
raadhe,राधे,राधे
mukhyamantrisamvaaddaata,मुख्यमंत्रीसंवाददाता,मुख्यमंत्राजस्वादीपत
praansangalee,प्राणसंगली,प्रांसंगली
kanalog,कनलोग,कनालो
pudukkottai,पुदुकोट्टई,पुदुक्तोता
nicky,निकी,नीक्
fuhadtaa,फूहड़ता,फुहदता]
patachep,पटाक्षेप,पतचेप]##
retreate,रीट्वीट,रेट्रीट
manovaigyaaniyon,मनोवैज्ञानियों,मनोवाईज्ञायों]
stanadhari,स्तनधारी,स्तनादार
mukhyopadhyaay,मुखोपाध्याय,मुख्योपयाध्
nirbaadh,निर्बाध,निर्बाद
todne,तोडऩे,तोडने]
avuti,आवृत्ति,अवुती]#
parikshankartaon,परीक्षणकर्ताओं,परिक्षणाक्तराओ
extactor,एक्सटेक्टर,एक्सटेक्टर
nashik,नाशिक,नशिक]
rasayanon,रसायनों,रसायनों
vaitravati,वैत्रवती,वैत्रवती
ogrenaaij,ऑग्रेनाइज,ओग्रेनाइज
chausingha,चौसिंगा,चौसिंहा
phalodi,फलोदी,फलोड़
skhalan,स्खलन,सखालन
panaamaa,पनामा,पनामा
nigar,निगर,नीगा
monte,मोंटे,मोंटे
suneeti,सुनीति,सुनीती
shrabon,शराबों,श्रबों
ambikaon,अम्बिकाओं,अब्मिकान]
gujara,गुजारा,गुजारा
photofrem,फोटोफ्रेम,फोटोफ्रम]
prahlaad,प्रहलाद,प्रहलाद
beesavaan,बीसवां,बीसवां
dvivedi,द्विवेदी,द्विवेदी
denewaali,देनेवाली,देनावाली
burleson,बर्ल्सन,बर्लोसन
bharadwaj,भारद्वाज,भरदावज]#
jataati,जताती,जताती
malegaon,मालेगांव,मालेगांव
rahugaan,रहुगाँ,रहुगान
mahamantra,महामंत्र,महामंत्र
beast,बीस्ट,बीस्ट
divyata,दिव्यता,दिव्यता
sanjivan,संजीवन,संजीवन
kuposhit,कुपोषित,कुपोषित
eksclation,एक्सक्लेशन,एक्सक्लेशन
chadhega,चढ़ेगा,चढ़ेगा
texarkana,टेक्सरकाना,तेक्सराना]
dungerpur,डूंगरपुर,डुंगरपुर
sarahi,सराही,सराही
laalaparee,लालपरी,लालपार
aeronautics,एरोनॉटिक्स,एरोनोटियोस
worth,वर्थ,वर्थ
aasteen,आस्तीन,आस्तीन
svapnika,स्वप्निका,स्वपनिका]
upakaaryaalayon,उपकार्यालयों,उपकार्यालयों
mimicry,मिमिक्री,मिमिक्री
ballabh,बल्लभ,बल्लभ
veriphication,वैरीफ़िकेशन,वेरिकिफिशन]
hackensack,हैकेंसैक,हैकेनसैक
aakaash,आकाश,आकाश
bona,बोना,बोना
clock,क्लाक,क्लॉक
daphan,द़फन,दाफा
pegav,पेगव,पेगव
kahlaya,कहलाया,कहलाया
madheekhedha,माड़ीखेड़ा,मधीखेहा]##
teleebag,तेलीबाग,तेलीबग]
dhaarak,धारक,धारक
nikaalani,निकालनी,निकालीन
kanghe,कंघे,कांघ
prashnottari,प्रश्नोत्तरी,प्रश्नोत्तरि
kakinada,काकीनाड़ा,काकीनाडा]
bhaagyoday,भाग्योदय,भाग्यादे
singer,सिंगार,सिंगर]
machaye,मचाए,मचाय
lekhakganon,लेखकगणों,लेखकानगो
uchhalne,उछालने,उछलने]
dharmarajne,धर्मराजने,धर्माराजन
ainjal,ऐंजल,इजनल
bantata,बंटता,बंतता
pharm,फाॅर्म,फार्म]
ravel,रवैल,रवेल
hanumangarh,हनुमानगढ़,हनुमांगरह
veeraangnaaon,वीरांगनाओं,वीरानगानों
gaytri,गायत्री,गयत्री]
venkatraman,वेंकटरमन,वेंकत्रम
dibnoo,डिबनू,डिबनू
purooshottamachaary,पुरूषोत्तमाचार्य,पूर्योतोष्टमराती
sanyojakon,संयोजकों,संयोजकों
jhaauganj,झाउगंज,झाऊंगा
sarkaren,सरकारें,सरकारें
newtest,न्यूटेस्ट,न्यूटेस्ट
shrikar,श्रीकर,श्रीकर
mitaao,मिटाओ,मिताओ
diyotsiddh,दियोटसिद्ध,दियोत्सदिद
bhoopsingh,भूपसिंह,भूपसिंह
charchaaen,चर्चाएँ,चरचाएं]
prasarakon,प्रसारकों,प्रसरकों]
